,artist,date,song
14370,Brooks & Dunn With Sheryl Crow & Vince Gill,2006-10-07,Building Bridges
14371,The Raconteurs,2006-10-07,"Steady, As She Goes"
14372,Fort Minor Featuring Styles Of Beyond,2006-10-07,Remember The Name
14373,Rick Ross,2006-10-07,Push It
14374,Unk,2006-10-07,Walk It Out
14375,Rob Thomas,2006-10-07,Streetcorner Symphony
14376,Taylor Swift,2006-10-07,Tim McGraw
14377,Stone Sour,2006-10-07,Through Glass
14378,Fergie,2006-10-07,Fergalicious
14379,KT Tunstall,2006-10-07,Suddenly I See
14380,Thirty Seconds To Mars,2006-10-07,The Kill (Bury Me)
14381,Vanessa Hudgens,2006-10-07,Come Back To Me
14382,Lil Scrappy Featuring Young Buck,2006-10-07,Money In The Bank
14383,Shareefa Featuring Ludacris,2006-10-07,Need A Boss
14384,Tim McGraw,2006-10-07,My Little Girl
14385,The Game Featuring Junior Reid,2006-10-07,It's Okay (One Blood)
14386,Three Days Grace,2006-10-07,Animal I Have Become
14387,Breaking Benjamin,2006-10-07,The Diary Of Jane
14388,Cham Featuring Alicia Keys,2006-10-07,Ghetto Story Chapter 2
14389,Nick Lachey,2006-10-07,I Can't Hate You Anymore
14390,Little Big Town,2006-10-07,Bring It On Home
14391,My Chemical Romance,2006-10-07,Welcome To The Black Parade
14392,Mat Kearney,2006-10-07,Nothing Left To Lose
14393,The Red Jumpsuit Apparatus,2006-10-07,Face Down
14394,Akon Featuring Eminem,2006-10-07,Smack That
14395,Alan Jackson,2006-10-07,Like Red On A Rose
14396,Mary J. Blige,2006-10-07,Take Me As I Am
14397,Lloyd Banks Featuring 50 Cent,2006-10-07,Hands Up
14398,Brown Boy,2006-10-07,Superman
14399,Paulina Rubio,2006-10-07,Ni Una Sola Palabra
14400,Fergie,2006-09-02,London Bridge
14401,Gnarls Barkley,2006-09-02,Crazy
14402,Nelly Furtado Featuring Timbaland,2006-09-02,Promiscuous
14403,Sean Paul Featuring Keyshia Cole,2006-09-02,(When You Gonna) Give It Up To Me
14404,The Pussycat Dolls Featuring Snoop Dogg,2006-09-02,Buttons
14405,Cassie,2006-09-02,Me & U
14406,Ciara Featuring Chamillionaire,2006-09-02,Get Up
14407,Christina Aguilera,2006-09-02,Ain't No Other Man
14408,Ne-Yo,2006-09-02,Sexy Love
14409,Panic! At The Disco,2006-09-02,I Write Sins Not Tragedies
14410,Nickelback,2006-09-02,Far Away
14411,Cherish Featuring Sean Paul Of The YoungBloodZ,2006-09-02,Do It To It
14412,Young Dro Featuring T.I.,2006-09-02,Shoulder Lean
14413,E-40 Featuring T-Pain & Kandi Girl,2006-09-02,U And Dat
14414,Beyonce Featuring Jay Z,2006-09-02,Deja Vu
14415,Chingy Featuring Tyrese,2006-09-02,Pullin' Me Back
14416,Danity Kane,2006-09-02,Show Stopper
14417,The Fray,2006-09-02,Over My Head (Cable Car)
14418,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,2006-09-02,I Know You See It
14419,Yung Joc,2006-09-02,It's Goin' Down
14420,Kelis Featuring Too $hort,2006-09-02,Bossy
14421,Shakira Featuring Wyclef Jean,2006-09-02,Hips Don't Lie
14422,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,2006-09-02,Snap Yo Fingers
14423,Rihanna,2006-09-02,Unfaithful
14424,Evanescence,2006-09-02,Call Me When You're Sober
14425,Snow Patrol,2006-09-02,Chasing Cars
14426,The All-American Rejects,2006-09-02,Move Along
14427,Red Hot Chili Peppers,2006-09-02,Dani California
14428,The Killers,2006-09-02,When You Were Young
14429,KT Tunstall,2006-09-02,Black Horse & The Cherry Tree
14430,Justin Timberlake,2006-09-02,SexyBack
14431,Jibbs,2006-09-02,Chain Hang Low
14432,Chamillionaire Featuring Krayzie Bone,2006-09-02,Ridin'
14433,Hinder,2006-09-02,Lips Of An Angel
14434,Jessica Simpson,2006-09-02,A Public Affair
14435,Field Mob Featuring Ciara,2006-09-02,So What
14436,Daniel Powter,2006-09-02,Bad Day
14437,Nickelback,2006-09-02,Savin' Me
14438,The Wreckers,2006-09-02,Leave The Pieces
14439,Blue October,2006-09-02,Hate Me
14440,Natasha Bedingfield,2006-09-02,Unwritten
14441,Janet & Nelly,2006-09-02,Call On Me
14442,Steve Holy,2006-09-02,Brand New Girlfriend
14443,Brooke Hogan Featuring Paul Wall,2006-09-02,About Us
14444,Rascal Flatts,2006-09-02,What Hurts The Most
14445,Rodney Atkins,2006-09-02,If You're Going Through Hell (Before The Devil Even Knows)
14446,Rihanna,2006-09-02,SOS
14447,Chris Brown,2006-09-02,Say Goodbye
14448,Paris Hilton,2006-09-02,Stars Are Blind
14449,Rascal Flatts,2006-09-02,Life Is A Highway
14450,The Fray,2006-09-02,How To Save A Life
14451,Josh Turner,2006-09-02,Would You Go With Me
14452,Lyfe Jennings,2006-09-02,S.E.X.
14453,Five For Fighting,2006-09-02,The Riddle
14454,John Mayer,2006-09-02,Waiting On The World To Change
14455,T.I.,2006-09-02,Why You Wanna
14456,Mario Vazquez,2006-09-02,Gallery
14457,Petey Pablo,2006-09-02,Show Me The Money
14458,AFI,2006-09-02,Miss Murder
14459,Little Big Town,2006-09-02,Bring It On Home
14460,Chris Brown Featuring Lil Wayne,2006-09-02,Gimme That
14461,Heartland,2006-09-02,I Loved Her First
14462,Kenny Chesney,2006-09-02,Summertime
14463,The Raconteurs,2006-09-02,"Steady, As She Goes"
14464,Buckcherry,2006-09-02,Crazy Bitch
14465,Breaking Benjamin,2006-09-02,The Diary Of Jane
14466,Three Days Grace,2006-09-02,Animal I Have Become
14467,LeToya,2006-09-02,Torn
14468,Red Hot Chili Peppers,2006-09-02,Tell Me Baby
14469,Brooks & Dunn With Sheryl Crow & Vince Gill,2006-09-02,Building Bridges
14470,Brad Paisley,2006-09-02,The World
14471,Lionel Richie,2006-09-02,I Call It Love
14472,Faith Hill,2006-09-02,Sunshine And Summertime
14473,Fort Minor Featuring Holly Brook,2006-09-02,Where'd You Go
14474,Toby Keith,2006-09-02,A Little Too Late
14475,Rick Ross,2006-09-02,Hustlin'
14476,Stone Sour,2006-09-02,Through Glass
14477,Omarion,2006-09-02,Entourage
14478,Ludacris Featuring Pharrell,2006-09-02,Money Maker
14479,Corinne Bailey Rae,2006-09-02,Put Your Records On
14480,Trace Adkins,2006-09-02,Swing
14481,Rascal Flatts,2006-09-02,Me And My Gang
14482,Frankie J Featuring Mannie Fresh & Chamillionaire,2006-09-02,That Girl
14483,Monica Featuring Dem Franchize Boyz,2006-09-02,Everytime Tha Beat Drop
14484,Gary Allan,2006-09-02,Life Ain't Always Beautiful
14485,Goo Goo Dolls,2006-09-02,Stay With You
14486,George Strait,2006-09-02,Give It Away
14487,The Game Featuring Junior Reid,2006-09-02,It's Okay (One Blood)
14488,Dierks Bentley,2006-09-02,Every Mile A Memory
14489,JoJo,2006-09-02,Too Little Too Late
14490,Thirty Seconds To Mars,2006-09-02,The Kill (Bury Me)
14491,Anna Nalick,2006-09-02,Breathe (2 AM)
14492,KT Tunstall,2006-09-02,Suddenly I See
14493,Cham Featuring Alicia Keys,2006-09-02,Ghetto Story Chapter 2
14494,The Red Jumpsuit Apparatus,2006-09-02,Face Down
14495,Shareefa Featuring Ludacris,2006-09-02,Need A Boss
14496,Dixie Chicks,2006-09-02,Not Ready To Make Nice
14497,Taking Back Sunday,2006-09-02,MakeDamnSure
14498,Paula DeAnda Featuring Baby Bash,2006-09-02,Doing Too Much
14499,Mary J. Blige Featuring Brook-Lyn,2006-09-02,Enough Cryin
14500,Nelly Furtado Featuring Timbaland,2006-08-05,Promiscuous
14501,Gnarls Barkley,2006-08-05,Crazy
14502,Cassie,2006-08-05,Me & U
14503,The Pussycat Dolls Featuring Snoop Dogg,2006-08-05,Buttons
14504,Yung Joc,2006-08-05,It's Goin' Down
14505,Shakira Featuring Wyclef Jean,2006-08-05,Hips Don't Lie
14506,Rihanna,2006-08-05,Unfaithful
14507,Christina Aguilera,2006-08-05,Ain't No Other Man
14508,The Fray,2006-08-05,Over My Head (Cable Car)
14509,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,2006-08-05,Snap Yo Fingers
14510,Panic! At The Disco,2006-08-05,I Write Sins Not Tragedies
14511,Field Mob Featuring Ciara,2006-08-05,So What
14512,Cherish Featuring Sean Paul Of The YoungBloodZ,2006-08-05,Do It To It
14513,Chamillionaire Featuring Krayzie Bone,2006-08-05,Ridin'
14514,Young Dro Featuring T.I.,2006-08-05,Shoulder Lean
14515,Kelis Featuring Too $hort,2006-08-05,Bossy
14516,Sean Paul Featuring Keyshia Cole,2006-08-05,(When You Gonna) Give It Up To Me
14517,E-40 Featuring T-Pain & Kandi Girl,2006-08-05,U And Dat
14518,Ne-Yo,2006-08-05,Sexy Love
14519,Red Hot Chili Peppers,2006-08-05,Dani California
14520,John Mayer,2006-08-05,Waiting On The World To Change
14521,Daniel Powter,2006-08-05,Bad Day
14522,The All-American Rejects,2006-08-05,Move Along
14523,Rascal Flatts,2006-08-05,Life Is A Highway
14524,Janet & Nelly,2006-08-05,Call On Me
14525,KT Tunstall,2006-08-05,Black Horse & The Cherry Tree
14526,Nickelback,2006-08-05,Savin' Me
14527,Ashlee Simpson,2006-08-05,Invisible
14528,Paris Hilton,2006-08-05,Stars Are Blind
14529,Jessica Simpson,2006-08-05,A Public Affair
14530,T.I.,2006-08-05,Why You Wanna
14531,Beyonce Featuring Jay Z,2006-08-05,Deja Vu
14532,Rihanna,2006-08-05,SOS
14533,Natasha Bedingfield,2006-08-05,Unwritten
14534,Nick Lachey,2006-08-05,What's Left Of Me
14535,Fort Minor Featuring Holly Brook,2006-08-05,Where'd You Go
14536,Chingy Featuring Tyrese,2006-08-05,Pullin' Me Back
14537,Sean Paul,2006-08-05,Temperature
14538,Chris Brown Featuring Lil Wayne,2006-08-05,Gimme That
14539,Rodney Atkins,2006-08-05,If You're Going Through Hell (Before The Devil Even Knows)
14540,Kenny Chesney,2006-08-05,Summertime
14541,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,2006-08-05,I Know You See It
14542,The Wreckers,2006-08-05,Leave The Pieces
14543,LeToya,2006-08-05,Torn
14544,Rascal Flatts,2006-08-05,What Hurts The Most
14545,AFI,2006-08-05,Miss Murder
14546,Kelly Clarkson,2006-08-05,Walk Away
14547,Paula DeAnda Featuring Baby Bash,2006-08-05,Doing Too Much
14548,Brad Paisley,2006-08-05,The World
14549,Rascal Flatts,2006-08-05,Me And My Gang
14550,Busta Rhymes Featuring will.i.am & Kelis,2006-08-05,I Love My B****
14551,Blue October,2006-08-05,Hate Me
14552,Steve Holy,2006-08-05,Brand New Girlfriend
14553,Toby Keith,2006-08-05,A Little Too Late
14554,Taylor Hicks,2006-08-05,Do I Make You Proud
14555,Carrie Underwood,2006-08-05,Don't Forget To Remember Me
14556,Mary J. Blige Featuring Brook-Lyn,2006-08-05,Enough Cryin
14557,Taking Back Sunday,2006-08-05,MakeDamnSure
14558,The Fray,2006-08-05,How To Save A Life
14559,Buckcherry,2006-08-05,Crazy Bitch
14560,Gary Allan,2006-08-05,Life Ain't Always Beautiful
14561,Rick Ross,2006-08-05,Hustlin'
14562,Three Days Grace,2006-08-05,Animal I Have Become
14563,Little Big Town,2006-08-05,Bring It On Home
14564,Goo Goo Dolls,2006-08-05,Stay With You
14565,Justin Timberlake,2006-08-05,SexyBack
14566,Josh Turner,2006-08-05,Would You Go With Me
14567,Tim McGraw,2006-08-05,When The Stars Go Blue
14568,Snow Patrol,2006-08-05,Chasing Cars
14569,Anna Nalick,2006-08-05,Breathe (2 AM)
14570,Keith Anderson,2006-08-05,Every Time I Hear Your Name
14571,Nickelback,2006-08-05,Far Away
14572,Katharine McPhee,2006-08-05,Somewhere Over The Rainbow
14573,Corinne Bailey Rae,2006-08-05,Put Your Records On
14574,Dixie Chicks,2006-08-05,Not Ready To Make Nice
14575,Trace Adkins,2006-08-05,Swing
14576,Hinder,2006-08-05,Lips Of An Angel
14577,Lustra,2006-08-05,Scotty Doesn't Know
14578,Audioslave,2006-08-05,Original Fire
14579,The Raconteurs,2006-08-05,"Steady, As She Goes"
14580,Phil Vassar,2006-08-05,Last Day Of My Life
14581,Mana,2006-08-05,Labios Compartidos
14582,Ashley Parker Angel,2006-08-05,Let U Go
14583,Fergie,2006-08-05,London Bridge
14584,Eric Church,2006-08-05,How 'Bout You
14585,Thirty Seconds To Mars,2006-08-05,The Kill (Bury Me)
14586,Faith Hill,2006-08-05,Sunshine And Summertime
14587,Keane,2006-08-05,Is It Any Wonder?
14588,Jake Owen,2006-08-05,Yee Haw
14589,KT Tunstall,2006-08-05,Suddenly I See
14590,Brooks & Dunn With Sheryl Crow & Vince Gill,2006-08-05,Building Bridges
14591,Hannah Montana,2006-08-05,Who Said
14592,The Red Jumpsuit Apparatus,2006-08-05,Face Down
14593,Jamie Foxx Featuring Twista,2006-08-05,DJ Play A Love Song
14594,Lionel Richie,2006-08-05,I Call It Love
14595,Korn,2006-08-05,Coming Undone
14596,Pharrell Featuring Kanye West,2006-08-05,Number One
14597,Shawnna,2006-08-05,Gettin' Some
14598,Lyfe Jennings,2006-08-05,S.E.X.
14599,Billy Currington,2006-08-05,"Why, Why, Why"
14600,Taylor Hicks,2006-07-01,Do I Make You Proud
14601,Shakira Featuring Wyclef Jean,2006-07-01,Hips Don't Lie
14602,Nelly Furtado Featuring Timbaland,2006-07-01,Promiscuous
14603,Yung Joc,2006-07-01,It's Goin' Down
14604,Chamillionaire Featuring Krayzie Bone,2006-07-01,Ridin'
14605,Gnarls Barkley,2006-07-01,Crazy
14606,Rascal Flatts,2006-07-01,Life Is A Highway
14607,Rihanna,2006-07-01,Unfaithful
14608,Cassie,2006-07-01,Me & U
14609,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,2006-07-01,Snap Yo Fingers
14610,Daniel Powter,2006-07-01,Bad Day
14611,Fort Minor Featuring Holly Brook,2006-07-01,Where'd You Go
14612,Christina Aguilera,2006-07-01,Ain't No Other Man
14613,Red Hot Chili Peppers,2006-07-01,Dani California
14614,The Fray,2006-07-01,Over My Head (Cable Car)
14615,Field Mob Featuring Ciara,2006-07-01,So What
14616,Rihanna,2006-07-01,SOS
14617,Chris Brown Featuring Lil Wayne,2006-07-01,Gimme That
14618,Panic! At The Disco,2006-07-01,I Write Sins Not Tragedies
14619,Sean Paul,2006-07-01,Temperature
14620,Nick Lachey,2006-07-01,What's Left Of Me
14621,The Pussycat Dolls Featuring Snoop Dogg,2006-07-01,Buttons
14622,Natasha Bedingfield,2006-07-01,Unwritten
14623,Cherish Featuring Sean Paul Of The YoungBloodZ,2006-07-01,Do It To It
14624,The All-American Rejects,2006-07-01,Move Along
14625,Nickelback,2006-07-01,Savin' Me
14626,Kelis Featuring Too $hort,2006-07-01,Bossy
14627,AFI,2006-07-01,Miss Murder
14628,KT Tunstall,2006-07-01,Black Horse & The Cherry Tree
14629,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,2006-07-01,Ms. New Booty
14630,T.I.,2006-07-01,Why You Wanna
14631,T.I.,2006-07-01,What You Know
14632,Kelly Clarkson,2006-07-01,Walk Away
14633,LeToya,2006-07-01,Torn
14634,Kenny Chesney,2006-07-01,Summertime
14635,James Blunt,2006-07-01,You're Beautiful
14636,Rascal Flatts,2006-07-01,What Hurts The Most
14637,Mary J. Blige Featuring Brook-Lyn,2006-07-01,Enough Cryin
14638,Tim McGraw,2006-07-01,When The Stars Go Blue
14639,Bon Jovi,2006-07-01,Who Says You Can't Go Home
14640,Busta Rhymes Featuring will.i.am & Kelis,2006-07-01,I Love My B****
14641,Dem Franchize Boyz Featuring Lil Peanut & Charlay,2006-07-01,"Lean Wit It, Rock Wit It"
14642,Cascada,2006-07-01,Everytime We Touch
14643,Beyonce Featuring Jay Z,2006-07-01,Deja Vu
14644,E-40 Featuring T-Pain & Kandi Girl,2006-07-01,U And Dat
14645,Ne-Yo,2006-07-01,When You're Mad
14646,Mary J. Blige,2006-07-01,Be Without You
14647,Paula DeAnda Featuring Baby Bash,2006-07-01,Doing Too Much
14648,Brad Paisley,2006-07-01,The World
14649,Anna Nalick,2006-07-01,Breathe (2 AM)
14650,Sean Paul Featuring Keyshia Cole,2006-07-01,(When You Gonna) Give It Up To Me
14651,Phil Vassar,2006-07-01,Last Day Of My Life
14652,Shawnna,2006-07-01,Gettin' Some
14653,Carrie Underwood,2006-07-01,Don't Forget To Remember Me
14654,Blue October,2006-07-01,Hate Me
14655,Jamie Foxx Featuring Twista,2006-07-01,DJ Play A Love Song
14656,Rascal Flatts,2006-07-01,Me And My Gang
14657,Dixie Chicks,2006-07-01,Not Ready To Make Nice
14658,Dierks Bentley,2006-07-01,Settle For A Slowdown
14659,Teddy Geiger,2006-07-01,For You I Will (Confidence)
14660,"DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",2006-07-01,Holla At Me
14661,Toby Keith,2006-07-01,A Little Too Late
14662,The Wreckers,2006-07-01,Leave The Pieces
14663,Keith Anderson,2006-07-01,Every Time I Hear Your Name
14664,Ashley Parker Angel,2006-07-01,Let U Go
14665,Three Days Grace,2006-07-01,Animal I Have Become
14666,Rodney Atkins,2006-07-01,If You're Going Through Hell (Before The Devil Even Knows)
14667,Angels & Airwaves,2006-07-01,The Adventure
14668,Natasha Bedingfield,2006-07-01,Single
14669,Taking Back Sunday,2006-07-01,MakeDamnSure
14670,LeAnn Rimes,2006-07-01,Something's Gotta Give
14671,Joe Nichols,2006-07-01,Size Matters (Someday)
14672,The Fray,2006-07-01,How To Save A Life
14673,Buckcherry,2006-07-01,Crazy Bitch
14674,Goo Goo Dolls,2006-07-01,Stay With You
14675,Gary Allan,2006-07-01,Life Ain't Always Beautiful
14676,Snow Patrol,2006-07-01,Chasing Cars
14677,Rick Ross,2006-07-01,Hustlin'
14678,Jason Aldean,2006-07-01,Why
14679,Saving Jane,2006-07-01,Girl Next Door
14680,Little Big Town,2006-07-01,Bring It On Home
14681,Young Dro Featuring T.I.,2006-07-01,Shoulder Lean
14682,Christina Milian Featuring Young Jeezy,2006-07-01,Say I
14683,Ne-Yo,2006-07-01,Sexy Love
14684,The Raconteurs,2006-07-01,"Steady, As She Goes"
14685,Chingy Featuring Tyrese,2006-07-01,Pullin' Me Back
14686,Bo Bice,2006-07-01,The Real Thing
14687,Dem Franchize Boyz,2006-07-01,Ridin' Rims
14688,OutKast,2006-07-01,"Mighty ""O"""
14689,Anthony Hamilton,2006-07-01,Can't Let Go
14690,Fall Out Boy,2006-07-01,"A Little Less Sixteen Candles, A Little More Touch Me"
14691,Lupe Fiasco,2006-07-01,Kick Push
14692,Ice Cube,2006-07-01,Why We Thugs
14693,Taylor Hicks,2006-07-01,Takin' It To The Streets
14694,Paul Wall,2006-07-01,Girl
14695,Jeannie Ortega Featuring Papoose,2006-07-01,Crowded
14696,Don Omar,2006-07-01,Angelito
14697,Kenny Rogers,2006-07-01,I Can't Unlove You
14698,Cham Featuring Alicia Keys,2006-07-01,Ghetto Story Chapter 2
14699,Steve Holy,2006-07-01,Brand New Girlfriend
14700,Chamillionaire Featuring Krayzie Bone,2006-06-03,Ridin'
14701,Daniel Powter,2006-06-03,Bad Day
14702,Rihanna,2006-06-03,SOS
14703,Sean Paul,2006-06-03,Temperature
14704,Fort Minor Featuring Holly Brook,2006-06-03,Where'd You Go
14705,Red Hot Chili Peppers,2006-06-03,Dani California
14706,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,2006-06-03,Snap Yo Fingers
14707,The Fray,2006-06-03,Over My Head (Cable Car)
14708,Nelly Furtado Featuring Timbaland,2006-06-03,Promiscuous
14709,T.I.,2006-06-03,What You Know
14710,Nick Lachey,2006-06-03,What's Left Of Me
14711,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,2006-06-03,Ms. New Booty
14712,Cassie,2006-06-03,Me & U
14713,Rihanna,2006-06-03,Unfaithful
14714,Natasha Bedingfield,2006-06-03,Unwritten
14715,Shakira Featuring Wyclef Jean,2006-06-03,Hips Don't Lie
14716,Chris Brown Featuring Lil Wayne,2006-06-03,Gimme That
14717,James Blunt,2006-06-03,You're Beautiful
14718,Nickelback,2006-06-03,Savin' Me
14719,Ne-Yo,2006-06-03,When You're Mad
14720,Kelly Clarkson,2006-06-03,Walk Away
14721,Mary J. Blige,2006-06-03,Be Without You
14722,Dem Franchize Boyz Featuring Lil Peanut & Charlay,2006-06-03,"Lean Wit It, Rock Wit It"
14723,The All-American Rejects,2006-06-03,Move Along
14724,Christina Milian Featuring Young Jeezy,2006-06-03,Say I
14725,Yung Joc,2006-06-03,It's Goin' Down
14726,KT Tunstall,2006-06-03,Black Horse & The Cherry Tree
14727,Cascada,2006-06-03,Everytime We Touch
14728,Ashley Parker Angel,2006-06-03,Let U Go
14729,Bon Jovi,2006-06-03,Who Says You Can't Go Home
14730,Field Mob Featuring Ciara,2006-06-03,So What
14731,Rascal Flatts,2006-06-03,What Hurts The Most
14732,Mary J. Blige Featuring Brook-Lyn,2006-06-03,Enough Cryin
14733,Shawnna,2006-06-03,Gettin' Some
14734,Teddy Geiger,2006-06-03,For You I Will (Confidence)
14735,Daddy Yankee,2006-06-03,Rompe
14736,Panic! At The Disco,2006-06-03,I Write Sins Not Tragedies
14737,Gnarls Barkley,2006-06-03,Crazy
14738,Saving Jane,2006-06-03,Girl Next Door
14739,Paul Wall,2006-06-03,Girl
14740,Tim McGraw,2006-06-03,When The Stars Go Blue
14741,LeToya,2006-06-03,Torn
14742,Dierks Bentley,2006-06-03,Settle For A Slowdown
14743,T.I.,2006-06-03,Why You Wanna
14744,Anna Nalick,2006-06-03,Breathe (2 AM)
14745,Kenny Chesney,2006-06-03,Summertime
14746,Fall Out Boy,2006-06-03,"Dance, Dance"
14747,Phil Vassar,2006-06-03,Last Day Of My Life
14748,Jason Aldean,2006-06-03,Why
14749,Kelis Featuring Too $hort,2006-06-03,Bossy
14750,LeAnn Rimes,2006-06-03,Something's Gotta Give
14751,The Pussycat Dolls Featuring Snoop Dogg,2006-06-03,Buttons
14752,Jamie Foxx Featuring Twista,2006-06-03,DJ Play A Love Song
14753,Snow Patrol,2006-06-03,Chasing Cars
14754,The Pussycat Dolls Featuring will.i.am,2006-06-03,Beep
14755,Cherish Featuring Sean Paul Of The YoungBloodZ,2006-06-03,Do It To It
14756,50 Cent & Olivia,2006-06-03,Best Friend
14757,Avant,2006-06-03,4 Minutes
14758,Blue October,2006-06-03,Hate Me
14759,Jack Johnson,2006-06-03,Upside Down
14760,Bo Bice,2006-06-03,The Real Thing
14761,Rob Thomas,2006-06-03,Ever The Same
14762,Paula DeAnda Featuring Baby Bash,2006-06-03,Doing Too Much
14763,Three 6 Mafia,2006-06-03,Poppin' My Collar
14764,Angels & Airwaves,2006-06-03,The Adventure
14765,P!nk,2006-06-03,Stupid Girls
14766,Goo Goo Dolls,2006-06-03,Stay With You
14767,Fall Out Boy,2006-06-03,"A Little Less Sixteen Candles, A Little More Touch Me"
14768,Brad Paisley,2006-06-03,The World
14769,Rick Ross,2006-06-03,Hustlin'
14770,LL Cool J Featuring Jennifer Lopez,2006-06-03,Control Myself
14771,Ghostface Killah Featuring Ne-Yo,2006-06-03,Back Like That
